Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province
3.7,60.0,3,2,2,,,yes,yes,Quận 9, Hồ Chí Minh
1.55,30.0,2,2,3,,,yes,no,Cẩm Lệ, Đà Nẵng
23.5,75.0,6,4,5,12.5,,yes,yes,Đống Đa, Hà Nội
25.0,65.0,,,6,8.0,6.0,yes,no,Đống Đa, Hà Nội
6.0,85.0,3,2,2,6.0,4.5,yes,no,Quận 2, Hồ Chí Minh
5.49,37.0,4,3,3,3.5,3.58,yes,yes,Gò Vấp, Hồ Chí Minh
23.9,57.0,6,6,6,10.0,,yes,yes,Đống Đa, Hà Nội
27.0,51.0,4,4,5,10.0,4.2,yes,yes,Đống Đa, Hà Nội
20.5,110.0,9,11,6,5.0,9.0,yes,yes,Nam Từ Liêm, Hà Nội
5.0,86.0,3,2,3,,5.0,yes,yes,Ngũ Hành Sơn, Đà Nẵng
18.5,72.0,,,4,,6.0,yes,yes,Tây Hồ, Hà Nội
4.94,44.0,2,2,2,10.0,8.0,yes,yes,Quận 8, Hồ Chí Minh
7.8,66.0,3,3,3,9.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
3.18,40.0,3,2,2,4.0,,yes,yes,Thủ Đức, Hồ Chí Minh
10.3,50.0,3,4,3,12.0,3.8,yes,yes,Hoài Đức, Hà Nội
20.5,63.0,6,6,6,4.0,6.6,yes,no,Đống Đa, Hà Nội
7.35,70.0,3,,,2.0,5.0,yes,no,Ba Đình, Hà Nội
22.5,92.0,5,5,5,5.0,6.0,yes,yes,Cầu Giấy, Hà Nội
6.19,60.0,4,3,3,,,yes,no,Nhà Bè, Hồ Chí Minh
14.0,63.7,,,7,15.0,4.0,yes,yes,Hoài Đức, Hà Nội
12.8,55.0,3,3,2,5.0,7.0,yes,yes,Đống Đa, Hà Nội
14.66,65.0,4,4,5,2.5,6.0,yes,yes,Tây Hồ, Hà Nội
8.0,39.0,3,4,5,3.0,5.0,yes,no,Hai Bà Trưng, Hà Nội
7.65,35.0,3,,6,,,yes,yes,Long Biên, Hà Nội
24.0,65.0,13,13,8,3.5,5.0,yes,yes,Đống Đa, Hà Nội
5.5,40.0,4,4,5,,4.5,yes,yes,Hoàng Mai, Hà Nội
11.2,93.6,4,5,4,20.0,5.0,yes,yes,Nha Trang, Khánh Hòa
6.5,40.0,4,4,4,2.5,3.0,yes,yes,Thanh Xuân, Hà Nội
1.9,56.0,3,3,2,,,yes,yes,Bình Thạnh, Hồ Chí Minh
3.68,62.5,4,5,3,,6.0,yes,yes,Gò Vấp, Hồ Chí Minh
33.0,85.0,,,7,4.5,5.0,yes,yes,Cầu Giấy, Hà Nội
6.8,40.0,4,4,6,,4.0,yes,yes,Đống Đa, Hà Nội
15.4,80.0,,,5,,5.5,yes,yes,Hoàng Mai, Hà Nội
16.0,52.0,2,2,2,4.0,3.0,yes,yes,Quận 1, Hồ Chí Minh
3.8,54.0,2,2,1,6.0,4.5,yes,yes,Quận 9, Hồ Chí Minh
4.75,30.0,3,4,5,,4.0,yes,yes,Hai Bà Trưng, Hà Nội
22.0,72.0,,,6,,4.2,yes,yes,Ba Đình, Hà Nội
7.8,88.2,3,3,4,,5.0,yes,no,Ngũ Hành Sơn, Đà Nẵng
13.9,72.0,8,9,6,6.0,4.0,yes,yes,Quận 8, Hồ Chí Minh
2.32,165.8,3,1,1,4.0,5.4,yes,yes,Nha Trang, Khánh Hòa
2.3,84.0,2,2,,100.0,,yes,yes,Thủ Dầu Một, Bình Dương
13.5,60.0,5,5,6,6.0,6.0,yes,yes,Đống Đa, Hà Nội
24.5,72.0,,,5,,5.0,yes,yes,Thanh Xuân, Hà Nội
27.4,120.0,5,5,4,10.0,7.0,yes,yes,Quận 2, Hồ Chí Minh
14.3,55.0,7,5,6,,,yes,yes,Ba Đình, Hà Nội
6.79,92.0,4,5,3,5.0,5.0,yes,yes,Quận 12, Hồ Chí Minh
38.6,105.0,,,6,,6.5,yes,yes,Ba Đình, Hà Nội
11.0,56.0,6,6,4,3.0,4.2,yes,yes,Ba Đình, Hà Nội
18.8,105.0,17,12,,,7.0,yes,no,Gò Vấp, Hồ Chí Minh
10.8,50.4,3,3,3,6.0,,yes,no,Quận 11, Hồ Chí Minh
5.0,450.0,10,10,2,4.0,,yes,yes,Phú Mỹ, Bà Rịa Vũng Tàu
9.5,38.0,,,6,2.5,4.3,yes,yes,Ba Đình, Hà Nội
17.5,112.0,,,4,8.0,7.0,yes,no,Gò Vấp, Hồ Chí Minh
68.0,127.0,7,8,7,12.0,,yes,yes,Cầu Giấy, Hà Nội
25.5,100.0,7,7,9,8.0,5.0,yes,yes,Nam Từ Liêm, Hà Nội
35.0,90.0,,,4,,5.0,yes,yes,Hoàn Kiếm, Hà Nội
6.0,75.0,4,4,5,,5.0,yes,no,Hoàng Mai, Hà Nội
7.8,88.2,3,,4,4.5,5.0,yes,yes,Ngũ Hành Sơn, Đà Nẵng
27.0,64.0,7,4,5,20.0,4.0,yes,yes,Quận 5, Hồ Chí Minh
32.0,102.0,,,4,,8.0,yes,yes,Cầu Giấy, Hà Nội
11.8,154.0,4,5,3,10.5,8.0,yes,yes,Sơn Trà, Đà Nẵng
5.45,70.0,3,2,2,4.0,5.0,yes,yes,Quận 7, Hồ Chí Minh
5.2,40.0,4,4,5,2.5,4.5,no,yes,Nam Từ Liêm, Hà Nội
6.8,37.0,4,3,4,,4.1,yes,yes,Thanh Xuân, Hà Nội
6.8,30.0,4,5,6,,,yes,no,Đống Đa, Hà Nội
5.1,33.5,5,,3,6.0,,yes,no,Tân Bình, Hồ Chí Minh
3.35,35.0,2,2,2,3.0,,yes,yes,Quận 12, Hồ Chí Minh
17.5,70.0,,,4,,6.0,yes,yes,Tây Hồ, Hà Nội
19.0,68.0,4,4,6,10.0,6.0,yes,yes,Cầu Giấy, Hà Nội
6.9,35.0,3,4,5,10.0,,yes,no,Bắc Từ Liêm, Hà Nội
4.2,77.0,3,2,1,7.0,7.0,yes,yes,Biên Hòa, Đồng Nai
2.8,56.0,4,5,4,6.0,,yes,yes,Thủ Đức, Hồ Chí Minh
9.85,136.0,1,1,1,8.0,9.6,yes,yes,Bình Tân, Hồ Chí Minh
5.55,55.2,4,5,3,,4.6,yes,yes,Tân Bình, Hồ Chí Minh
16.8,45.0,6,6,7,8.0,4.5,yes,yes,Long Biên, Hà Nội
6.35,49.5,2,3,2,5.0,3.3,yes,no,Bình Thạnh, Hồ Chí Minh
8.3,60.0,,,2,3.5,3.5,yes,no,Ba Đình, Hà Nội
22.0,75.0,,,6,6.0,6.0,yes,yes,Cầu Giấy, Hà Nội
10.9,85.0,14,14,5,6.0,7.0,yes,yes,Quận 7, Hồ Chí Minh
9.8,38.0,,,,3.5,3.2,yes,yes,Hoàng Mai, Hà Nội
36.5,120.0,14,15,8,,10.0,yes,yes,Ba Đình, Hà Nội
8.7,41.0,5,5,5,,,yes,yes,Hoàng Mai, Hà Nội
10.8,40.0,4,4,4,5.0,5.0,yes,no,Tây Hồ, Hà Nội
20.0,91.5,11,11,5,,,yes,no,Vũng Tàu, Bà Rịa Vũng Tàu
9.4,53.0,4,,5,4.0,4.0,yes,no,Long Biên, Hà Nội
4.35,50.0,4,3,4,2.5,5.0,yes,yes,Hoài Đức, Hà Nội
8.25,45.0,4,4,5,2.5,4.0,yes,yes,Đống Đa, Hà Nội
5.3,30.0,2,3,4,3.0,3.0,yes,no,Hai Bà Trưng, Hà Nội
10.0,50.0,9,,5,4.0,,yes,yes,Cầu Giấy, Hà Nội
19.5,50.0,3,6,6,5.0,4.0,yes,yes,Cầu Giấy, Hà Nội
6.2,59.6,,1,2,,4.4,yes,no,Tân Bình, Hồ Chí Minh
5.9,60.0,4,3,3,8.0,5.0,yes,yes,Thường Tín, Hà Nội
3.5,104.0,2,1,1,7.0,4.2,yes,yes,Biên Hòa, Đồng Nai
14.5,61.0,5,4,4,,5.4,yes,yes,Thanh Xuân, Hà Nội
5.1,41.0,3,3,3,,3.0,yes,yes,Tân Bình, Hồ Chí Minh
3.4,67.0,4,4,3,4.0,,yes,yes,Dĩ An, Bình Dương
9.8,65.0,6,,4,3.0,4.5,yes,yes,Thanh Xuân, Hà Nội
19.0,50.0,5,7,8,6.0,4.5,yes,yes,Cầu Giấy, Hà Nội
2.8,58.5,3,3,2,6.0,4.0,yes,yes,Hóc Môn, Hồ Chí Minh
7.4,100.0,5,3,3,,5.0,yes,yes,Quận 12, Hồ Chí Minh
3.5,88.0,2,2,2,3.5,5.5,yes,yes,Liên Chiểu, Đà Nẵng
5.6,35.0,3,3,4,2.5,4.0,yes,yes,Thanh Xuân, Hà Nội
6.7,68.0,5,4,3,5.0,8.3,yes,yes,Tân Phú, Hồ Chí Minh
7.38,66.0,3,3,3,10.0,,yes,yes,Tân Phú, Hồ Chí Minh
6.8,35.0,4,3,4,,3.9,yes,yes,Thanh Xuân, Hà Nội
18.7,60.0,6,7,5,8.0,4.5,yes,yes,Cầu Giấy, Hà Nội
11.3,50.0,8,5,6,4.0,,yes,yes,Cầu Giấy, Hà Nội
8.8,61.0,7,7,4,,4.5,yes,no,Gò Vấp, Hồ Chí Minh
15.0,60.0,10,10,6,,,yes,no,Cầu Giấy, Hà Nội
36.0,220.0,39,40,7,,10.0,yes,yes,Cầu Giấy, Hà Nội
3.8,32.0,3,3,4,,,yes,yes,Hoài Đức, Hà Nội
33.0,86.0,7,7,5,8.0,,yes,no,Cầu Giấy, Hà Nội
11.8,33.0,4,6,7,,4.3,yes,yes,Bắc Từ Liêm, Hà Nội
14.3,45.0,6,6,6,5.0,5.0,yes,no,Hà Đông, Hà Nội
12.99,61.0,,,6,,5.5,yes,yes,Cầu Giấy, Hà Nội
4.9,112.96,,,2,5.0,4.0,yes,yes,Nha Trang, Khánh Hòa
10.5,132.0,4,5,4,6.0,,yes,yes,Quận 12, Hồ Chí Minh
3.9,34.0,2,2,2,4.0,4.5,yes,yes,Tân Phú, Hồ Chí Minh
89.7,453.2,7,6,2,,,yes,no,Quận 2, Hồ Chí Minh
5.8,134.0,2,2,1,,,yes,no,Thủ Đức, Hồ Chí Minh
16.8,80.0,4,4,4,3.0,7.5,yes,yes,Cầu Giấy, Hà Nội
11.8,55.0,6,4,4,6.0,4.0,yes,yes,Cầu Giấy, Hà Nội
5.5,25.0,3,3,4,2.5,3.0,yes,yes,Hai Bà Trưng, Hà Nội
5.7,74.0,4,4,2,4.0,3.8,yes,no,Tân Bình, Hồ Chí Minh
85.0,251.0,18,,8,,,yes,yes,Quận 3, Hồ Chí Minh
7.2,38.0,4,5,6,2.5,,yes,yes,Bắc Từ Liêm, Hà Nội
6.8,35.0,3,4,7,,,yes,yes,Long Biên, Hà Nội
2.65,39.0,3,1,2,3.0,3.0,no,yes,Thanh Trì, Hà Nội
17.9,60.0,4,4,4,8.0,4.0,yes,yes,Cầu Giấy, Hà Nội
18.7,62.0,4,4,4,6.0,4.5,yes,yes,Cầu Giấy, Hà Nội
14.5,78.0,3,3,3,5.0,,yes,yes,Cầu Giấy, Hà Nội
5.4,27.0,3,3,5,,,yes,no,Quận 10, Hồ Chí Minh
7.1,60.0,3,4,3,5.0,5.0,yes,yes,Long Biên, Hà Nội
11.5,65.0,8,8,5,6.0,4.7,yes,no,Quận 10, Hồ Chí Minh
3.45,59.0,4,4,3,,5.0,yes,yes,Phú Nhuận, Hồ Chí Minh
21.5,38.0,4,5,6,6.0,5.0,yes,yes,Thanh Xuân, Hà Nội
3.65,70.0,7,3,4,,4.0,no,yes,Thanh Trì, Hà Nội
5.5,36.6,2,2,2,10.0,3.2,yes,yes,Bình Thạnh, Hồ Chí Minh
5.0,35.0,3,2,3,2.5,5.5,yes,no,Hai Bà Trưng, Hà Nội
18.0,72.0,4,6,4,10.0,4.0,yes,yes,Tân Bình, Hồ Chí Minh
5.4,41.0,2,2,2,,,yes,no,Quận 11, Hồ Chí Minh
11.8,100.0,6,7,3,,5.0,no,no,Quận 7, Hồ Chí Minh
5.3,69.0,4,3,,3.5,4.2,yes,yes,Quận 7, Hồ Chí Minh
12.0,55.0,4,3,4,4.0,4.5,yes,yes,Ba Đình, Hà Nội
21.5,111.0,,,8,,5.0,yes,yes,Đống Đa, Hà Nội
2.06,54.0,4,3,2,,,yes,yes,Tân Bình, Hồ Chí Minh
4.65,40.0,4,4,4,3.0,4.0,yes,yes,Thanh Trì, Hà Nội
7.25,46.0,1,1,,5.0,4.5,yes,yes,Hoàng Mai, Hà Nội
38.0,101.0,20,,6,,8.0,yes,yes,Quận 3, Hồ Chí Minh
16.0,58.0,3,3,6,,5.5,yes,yes,Hoàng Mai, Hà Nội
149.0,390.0,,,9,,18.0,yes,yes,Phú Nhuận, Hồ Chí Minh
35.0,210.0,18,18,7,6.0,8.0,yes,yes,Phú Nhuận, Hồ Chí Minh
5.66,46.0,3,2,4,7.0,4.2,yes,yes,Thanh Trì, Hà Nội
6.95,67.7,4,3,4,3.5,4.1,yes,no,Quận 8, Hồ Chí Minh
4.15,48.0,4,3,4,5.0,3.9,no,yes,Ngô Quyền, Hải Phòng
47.0,162.0,15,,7,10.0,,yes,yes,Quận 3, Hồ Chí Minh
2.8,65.0,3,3,3,15.0,,yes,yes,Thuận An, Bình Dương
90.0,225.0,,,4,12.0,,yes,yes,Quận 3, Hồ Chí Minh
8.7,80.0,4,4,4,,,yes,yes,Long Biên, Hà Nội
7.0,572.0,3,3,1,4.0,20.0,yes,yes,Tân Uyên, Bình Dương
15.5,78.0,14,14,5,,,yes,yes,Bình Thạnh, Hồ Chí Minh
8.5,50.0,3,3,3,8.0,,yes,no,Cầu Giấy, Hà Nội
7.05,35.0,,,5,3.0,,yes,yes,Hà Đông, Hà Nội
11.0,141.0,3,3,1,8.0,6.5,yes,yes,Quận 7, Hồ Chí Minh
4.0,30.0,3,5,6,2.2,4.5,yes,yes,Nam Từ Liêm, Hà Nội
16.5,80.0,6,6,,3.0,7.0,yes,yes,Ba Đình, Hà Nội
6.5,70.0,4,3,3,6.0,5.0,yes,yes,Bình Chánh, Hồ Chí Minh
14.99,120.0,2,2,1,30.0,,yes,yes,Quận 7, Hồ Chí Minh
30.0,140.0,29,29,5,10.0,10.0,yes,yes,Quận 7, Hồ Chí Minh
2.75,30.0,1,1,3,2.7,4.0,yes,yes,Hà Đông, Hà Nội
11.7,68.0,4,5,4,20.0,4.0,yes,yes,Quận 7, Hồ Chí Minh
8.9,113.0,4,2,2,,,yes,no,Quận 9, Hồ Chí Minh
13.6,54.0,,,5,30.0,6.0,yes,yes,Ba Đình, Hà Nội
6.5,82.0,4,,2,,4.35,yes,no,Quận 9, Hồ Chí Minh
4.85,25.0,3,3,5,3.0,,yes,yes,Hai Bà Trưng, Hà Nội
6.59,68.0,4,4,4,5.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
6.1,54.0,4,5,4,7.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
10.49,52.0,7,7,6,4.0,3.8,yes,yes,Thanh Trì, Hà Nội
7.2,52.0,4,3,3,5.0,3.7,yes,yes,Quận 8, Hồ Chí Minh
10.8,80.0,4,,4,12.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
9.6,80.0,4,3,4,2.5,82.0,yes,no,Long Biên, Hà Nội
14.0,144.0,5,,3,,6.0,yes,no,Sơn Trà, Đà Nẵng
5.1,48.0,4,4,4,4.0,4.0,yes,yes,Quận 8, Hồ Chí Minh
7.8,33.0,3,4,5,5.0,,yes,no,Hoàng Mai, Hà Nội
7.66,37.0,4,5,6,4.0,,yes,yes,Hoàng Mai, Hà Nội
6.2,64.0,4,4,4,6.0,4.0,yes,no,Quận 12, Hồ Chí Minh
7.5,40.0,4,5,4,2.0,4.0,yes,yes,Bắc Từ Liêm, Hà Nội
5.7,100.0,3,2,2,7.5,5.0,yes,yes,Cẩm Lệ, Đà Nẵng
7.89,45.0,4,4,5,,,yes,no,Long Biên, Hà Nội
7.6,35.0,3,3,5,2.0,4.0,yes,yes,Đống Đa, Hà Nội
12.4,100.0,3,4,3,20.0,5.0,yes,yes,Thủ Đức, Hồ Chí Minh
16.5,55.0,2,2,1,6.0,4.5,yes,yes,Cầu Giấy, Hà Nội
22.0,67.0,4,4,5,6.0,4.5,yes,yes,Hai Bà Trưng, Hà Nội
12.5,125.0,3,6,2,10.0,6.3,yes,yes,Quận 7, Hồ Chí Minh
3.05,20.0,3,3,4,3.5,3.3,yes,no,Hoàng Mai, Hà Nội
9.3,38.0,,,6,6.0,3.92,yes,yes,Long Biên, Hà Nội
8.9,40.0,5,5,6,3.0,4.5,yes,yes,Thanh Xuân, Hà Nội
14.5,53.0,5,5,6,5.0,4.5,yes,yes,Hoàng Mai, Hà Nội
13.9,65.0,5,6,7,4.0,3.6,yes,yes,Thanh Xuân, Hà Nội
10.35,42.0,4,4,4,2.5,3.6,yes,yes,Thanh Xuân, Hà Nội
12.5,45.0,4,4,6,4.0,7.0,yes,yes,Đống Đa, Hà Nội
16.9,65.0,5,4,4,6.0,5.7,yes,yes,Cầu Giấy, Hà Nội
16.0,36.0,,,5,6.0,3.6,yes,no,Đống Đa, Hà Nội
3.68,30.0,3,3,4,3.0,3.5,yes,no,Hoàng Mai, Hà Nội
13.5,46.0,5,4,5,4.0,4.0,no,no,Thanh Xuân, Hà Nội
25.0,410.9,42,43,,5.5,16.0,yes,yes,Liên Chiểu, Đà Nẵng
8.1,35.0,4,5,6,,5.5,yes,yes,Cầu Giấy, Hà Nội
12.0,57.0,5,4,4,,3.2,yes,no,Thanh Xuân, Hà Nội
11.99,63.0,4,3,5,3.0,5.2,yes,yes,Đống Đa, Hà Nội
25.5,60.0,5,5,5,7.0,5.0,yes,no,Đống Đa, Hà Nội
15.6,46.0,6,6,5,5.0,4.2,yes,yes,Đống Đa, Hà Nội
11.0,52.0,12,12,,,,yes,yes,Nam Từ Liêm, Hà Nội
16.38,63.0,5,4,5,5.0,4.5,yes,yes,Đống Đa, Hà Nội
7.85,94.0,4,4,3,4.0,7.0,no,no,Đông Anh, Hà Nội
10.9,105.3,4,6,4,6.0,5.0,yes,yes,Nhà Bè, Hồ Chí Minh
18.4,50.0,5,4,5,6.5,4.0,yes,yes,Đống Đa, Hà Nội
6.7,48.0,4,3,4,2.5,4.0,yes,yes,Thanh Xuân, Hà Nội
19.4,60.0,5,4,5,6.0,5.0,yes,yes,Cầu Giấy, Hà Nội
13.0,103.0,4,5,4,10.0,5.0,yes,yes,Tân Phú, Hồ Chí Minh
3.74,196.8,,,,6.0,5.0,yes,yes,Biên Hòa, Đồng Nai
10.0,94.2,8,,6,,6.12,yes,no,Ngũ Hành Sơn, Đà Nẵng
19.5,47.6,4,6,7,,4.3,yes,yes,Cầu Giấy, Hà Nội
4.8,35.0,2,3,4,3.0,3.5,yes,yes,Quận 4, Hồ Chí Minh
18.7,59.0,4,4,5,,6.0,yes,yes,Hai Bà Trưng, Hà Nội
5.0,67.0,2,2,2,2.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
14.8,36.0,5,6,7,5.0,5.8,yes,no,Cầu Giấy, Hà Nội
8.2,40.9,4,,4,3.0,4.0,yes,yes,Long Biên, Hà Nội
8.8,46.0,4,,5,,3.5,yes,yes,Long Biên, Hà Nội
7.0,35.0,,,5,,5.7,yes,yes,Nam Từ Liêm, Hà Nội
12.8,112.0,4,2,3,,10.0,yes,yes,Đống Đa, Hà Nội
8.9,90.0,1,1,1,6.0,5.0,yes,yes,Tân Bình, Hồ Chí Minh
14.5,81.0,6,4,4,,,yes,no,Tân Bình, Hồ Chí Minh
9.3,66.3,4,,4,,5.6,yes,yes,Long Biên, Hà Nội
10.9,34.0,3,5,6,3.0,3.5,yes,no,Ba Đình, Hà Nội
3.5,127.0,3,2,1,2.5,5.0,yes,yes,Sơn Trà, Đà Nẵng
17.9,84.0,26,26,7,,6.0,yes,yes,Bắc Từ Liêm, Hà Nội
30.0,264.0,,,4,20.0,13.0,yes,no,Thủ Đức, Hồ Chí Minh
7.3,30.0,3,4,5,,4.5,yes,no,Cầu Giấy, Hà Nội
16.5,57.0,4,3,3,5.5,5.0,yes,yes,Đống Đa, Hà Nội
5.7,36.0,4,3,5,4.0,3.2,yes,yes,Hoài Đức, Hà Nội
4.65,76.0,4,4,2,5.0,,yes,yes,Bình Thạnh, Hồ Chí Minh
6.1,37.83,2,3,3,3.0,3.9,yes,no,Quận 1, Hồ Chí Minh
12.5,85.0,10,10,,,,yes,yes,Tân Bình, Hồ Chí Minh
24.5,88.0,,,4,8.0,6.7,yes,no,Đống Đa, Hà Nội
16.5,77.0,6,6,5,6.0,4.3,yes,no,Hoàng Mai, Hà Nội
12.5,68.0,6,7,5,,3.0,yes,yes,Hoàng Mai, Hà Nội
1.39,30.0,2,2,2,6.0,3.0,no,yes,Nhà Bè, Hồ Chí Minh
24.0,87.5,,,4,6.0,6.7,yes,no,Đống Đa, Hà Nội
11.9,26.0,3,3,5,15.0,4.0,yes,yes,Đống Đa, Hà Nội
9.79,50.0,5,4,4,2.5,6.6,yes,yes,Hai Bà Trưng, Hà Nội
17.8,57.0,6,6,5,5.0,6.8,yes,yes,Hai Bà Trưng, Hà Nội
7.9,37.0,3,4,5,,4.8,yes,yes,Cầu Giấy, Hà Nội
24.0,176.0,5,1,1,12.0,8.0,yes,yes,Quận 7, Hồ Chí Minh
4.75,23.3,3,3,3,3.0,3.3,yes,no,Bình Thạnh, Hồ Chí Minh
25.0,122.0,3,3,2,6.0,6.0,yes,no,Tân Bình, Hồ Chí Minh
16.2,94.9,3,3,3,4.0,6.0,yes,yes,Long Biên, Hà Nội
48.0,100.0,,,8,,5.8,yes,yes,Tây Hồ, Hà Nội
2.35,176.0,2,2,,5.0,8.0,yes,yes,Nha Trang, Khánh Hòa
12.5,43.0,,,6,,5.3,yes,yes,Thanh Xuân, Hà Nội
18.9,154.0,5,5,3,5.0,4.2,yes,yes,Long Biên, Hà Nội
18.8,57.0,6,4,5,4.0,3.5,yes,yes,Đống Đa, Hà Nội
6.6,97.0,,,2,5.0,6.0,yes,no,Thủ Đức, Hồ Chí Minh
10.5,66.0,13,12,6,4.0,3.8,yes,yes,Quận 10, Hồ Chí Minh
3.0,45.0,4,3,4,4.0,4.5,yes,yes,Quốc Oai, Hà Nội
1.52,40.0,2,2,2,50.0,4.0,yes,yes,Cần Giuộc, Long An
4.8,37.0,4,3,4,4.0,4.0,yes,yes,Thanh Trì, Hà Nội
2.79,67.0,3,3,2,,,yes,yes,Quận 10, Hồ Chí Minh
20.8,170.0,10,10,,7.5,10.0,yes,yes,Sơn Trà, Đà Nẵng
3.3,71.0,2,1,2,3.3,4.4,yes,yes,Nha Trang, Khánh Hòa
12.1,67.0,2,1,2,6.0,5.8,yes,yes,Long Biên, Hà Nội
7.5,41.0,6,4,5,3.0,4.5,yes,yes,Cầu Giấy, Hà Nội
22.2,51.0,6,5,5,5.0,4.2,yes,yes,Ba Đình, Hà Nội
10.9,45.0,4,6,5,8.0,4.0,yes,yes,Hoàng Mai, Hà Nội
3.6,20.0,2,3,4,2.2,3.3,yes,yes,Hoàn Kiếm, Hà Nội
10.4,63.0,,,4,,5.2,yes,yes,Thanh Xuân, Hà Nội
5.0,34.0,3,3,4,2.5,3.4,yes,yes,Hà Đông, Hà Nội
9.3,48.0,9,9,,,,yes,yes,Hà Đông, Hà Nội
5.1,42.6,2,2,2,3.5,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
9.75,44.0,5,6,4,3.0,3.5,yes,yes,Bình Thạnh, Hồ Chí Minh
13.5,44.4,4,5,5,6.0,7.6,yes,yes,Tân Bình, Hồ Chí Minh
12.3,73.8,4,4,4,5.0,5.0,yes,yes,Bình Thạnh, Hồ Chí Minh
6.9,45.0,3,4,5,,4.0,yes,yes,Cầu Giấy, Hà Nội
10.5,52.0,4,3,3,,,yes,yes,Đống Đa, Hà Nội
4.85,29.7,3,2,2,3.0,3.0,yes,yes,Bình Thạnh, Hồ Chí Minh
4.2,70.0,3,3,3,5.0,4.0,yes,no,Kiến An, Hải Phòng
4.85,28.2,2,2,2,3.0,4.4,yes,yes,Bình Thạnh, Hồ Chí Minh
7.45,30.8,5,3,3,3.5,4.0,yes,yes,Phú Nhuận, Hồ Chí Minh
8.9,60.0,4,5,4,5.0,3.8,yes,yes,Bình Thạnh, Hồ Chí Minh
6.7,30.0,3,2,2,3.0,4.25,yes,yes,Phú Nhuận, Hồ Chí Minh
7.0,40.0,6,4,5,,5.0,yes,yes,Cầu Giấy, Hà Nội
22.5,50.0,,,5,,6.7,yes,yes,Cầu Giấy, Hà Nội
7.95,33.8,3,4,6,3.0,9.0,yes,yes,Cầu Giấy, Hà Nội
7.85,40.0,5,5,5,,,yes,yes,Hà Đông, Hà Nội
14.7,56.0,3,4,5,10.0,5.0,yes,yes,Long Biên, Hà Nội
7.5,35.0,3,4,6,,4.0,yes,yes,Hà Đông, Hà Nội
11.9,72.7,6,7,6,9.0,4.4,yes,yes,Thủ Đức, Hồ Chí Minh
6.15,40.0,7,7,4,,6.0,yes,no,Hoàng Mai, Hà Nội
18.0,113.0,28,,6,,5.0,yes,no,Tân Phú, Hồ Chí Minh
6.0,35.0,4,4,5,,,yes,no,Bắc Từ Liêm, Hà Nội
12.0,250.0,12,12,2,7.0,10.0,yes,yes,Gò Vấp, Hồ Chí Minh
4.95,30.0,3,4,5,,,yes,yes,Long Biên, Hà Nội
13.3,65.0,4,2,3,,5.3,yes,yes,Thanh Xuân, Hà Nội
19.0,60.0,4,4,5,,4.0,yes,yes,Cầu Giấy, Hà Nội
3.25,161.0,3,3,2,6.0,6.0,yes,no,Tân Uyên, Bình Dương
9.05,88.2,2,3,2,5.0,5.0,yes,yes,Thủ Đức, Hồ Chí Minh
5.95,41.0,4,3,4,2.0,,yes,no,Long Biên, Hà Nội
3.6,50.9,2,2,2,2.5,4.5,yes,yes,Nha Trang, Khánh Hòa
12.5,46.0,4,3,4,1.5,5.1,yes,yes,Tây Hồ, Hà Nội
12.6,58.0,10,10,5,2.5,4.2,yes,yes,Nam Từ Liêm, Hà Nội
9.3,40.0,6,6,6,5.0,,yes,yes,Thanh Trì, Hà Nội
13.5,42.0,10,10,7,3.5,4.2,yes,yes,Nam Từ Liêm, Hà Nội
7.2,72.5,4,3,4,13.0,5.0,yes,no,Nam Định, Nam Định
20.8,170.0,11,11,5,7.5,10.0,yes,yes,Sơn Trà, Đà Nẵng
14.5,56.0,3,,7,,3.8,yes,yes,Long Biên, Hà Nội
8.0,104.4,3,2,2,10.5,7.5,yes,yes,Sơn Trà, Đà Nẵng
11.5,40.2,5,3,4,10.0,4.0,yes,yes,Thanh Xuân, Hà Nội
1.15,100.0,3,2,1,4.0,5.0,no,yes,Phan Rang - Tháp Chàm, Ninh Thuận
6.0,41.0,3,3,3,3.5,4.3,yes,yes,Tân Bình, Hồ Chí Minh
1.35,80.0,2,2,2,15.0,5.0,yes,no,Bàu Bàng, Bình Dương
14.5,42.0,5,5,5,8.0,5.0,yes,yes,Ba Đình, Hà Nội
4.75,34.0,6,4,4,2.0,5.0,yes,yes,Hai Bà Trưng, Hà Nội
2.05,12.0,1,1,2,2.5,2.3,yes,yes,Quận 7, Hồ Chí Minh
18.5,1.153,7,8,2,45.0,21.0,yes,yes,Đà Lạt, Lâm Đồng
5.65,31.0,4,4,5,,4.7,yes,yes,Long Biên, Hà Nội
9.5,42.0,4,2,4,,,yes,yes,Thanh Xuân, Hà Nội
7.2,40.0,4,3,4,3.0,4.0,yes,yes,Thanh Xuân, Hà Nội
5.0,34.0,3,4,5,3.0,4.0,yes,yes,Hà Đông, Hà Nội
4.6,67.5,4,3,3,,,yes,no,Sơn Trà, Đà Nẵng
